name,lon,lat
Cape_San_Juan_AERO,-65.6199035645,18.3845005035
Camaguey_Cuba,-77.85,21.42
Ragged_Point_AERO,-59.4320335388,13.1650180817
Merida_Yuca_Mexico,-89.65,20.98
Key_Biscayne_AERO,-80.1633300781,25.7319660187
Guadaloupe,-61.55,16.27
Martinique,-61.02,14.64
Cayenne_French_Guiana,-52.31,4.92
Cape_Verde_Sal_Island,-23.0,16.7
Mid-Atlantic,-44.50,17.00
