name,lon,lat
AERONET Bangkok,100.52,13.75
AERONET Chachoengsao,101.45,13.5
AERONET Chiang Mai Met Station,98.9724655151,18.7711257935
AERONET Nong Khai,102.72,17.88
AERONET Silpakorn Univ,100.04,13.82
AERONET Ubon Ratchathani,104.871009827,15.2455177307
Aeronet-USM,100.3,5.36
AERONET-Anmyon,126.33,36.54
